ItemID,Category,ParentCategory
1010533,"Колбасы, ветчина","Мясо, птица, рыба"
1010540,"Колбасы, ветчина","Мясо, птица, рыба"
1010555,"Колбасы, ветчина","Мясо, птица, рыба"
1010557,"Сосиски, сардельки, шпикачки","Мясо, птица, рыба"
1010631,"Творог, сырки",Молочная продукция
1010666,"Морсы, узвары, кисели, компоты",Напитки
1010667,"Морсы, узвары, кисели, компоты",Напитки
1010669,"Морсы, узвары, кисели, компоты",Напитки
1010670,"Морсы, узвары, кисели, компоты",Напитки
1010699,"Соки, нектары",Напитки
1010700,"Соки, нектары",Напитки
1010702,"Соки, нектары",Напитки
1010704,"Соки, нектары",Напитки
1010706,"Соки, нектары",Напитки
1010708,"Соки, нектары",Напитки
1010715,"Йогурты, творожки, десерты",Молочная продукция
1010723,"Йогурты, творожки, десерты",Молочная продукция
1010726,Газированные напитки,Напитки
1010728,Газированные напитки,Напитки
1010729,Газированные напитки,Напитки
1010732,Газированные напитки,Напитки
1010759,Мясные консервы,"Мясо, птица, рыба"
1010788,Готовые блюда охлажденные,Бакалея
1010799,Салфетки,Для дома и сада
1010802,Салфетки,Для дома и сада
1010803,Ополаскиватели для рта,"Красота, гигиена, здоровье"
1010825,Чипсы,Бакалея
1010833,Конфеты,Сладости
1010839,Чипсы,Бакалея
1010847,Мороженое,Молочная продукция
1010857,"Творог, сырки",Молочная продукция
1010858,"Творог, сырки",Молочная продукция
1010861,"Творог, сырки",Молочная продукция
1010868,Чай,Напитки
1010870,Икра,"Мясо, птица, рыба"
1010871,Овощные консервы,Овощи и фрукты
1011049,Пирожные,Мучные изделия
1011071,Сыры,Молочная продукция
1011073,Сыры,Молочная продукция
1011083,Сыры,Молочная продукция
1011085,Ароматизаторы,Бытовая химия
1011089,Сыры,Молочная продукция
1011117,"Йогурты, творожки, десерты",Молочная продукция
1011118,Уход за обувью,Бытовая химия
1011120,Гели для стирки,Бытовая химия
1011121,Для пола,Бытовая химия
1011124,Для пола,Бытовая химия
1011126,Чистящие средства с дозатором,Бытовая химия
1011128,Чистящие средства с дозатором,Бытовая химия
1011129,Мыло,"Красота, гигиена, здоровье"
1011131,Для ванны и туалета,Бытовая химия
1011134,Чистящие средства с дозатором,Бытовая химия
1011135,Чистящие средства с дозатором,Бытовая химия
1011136,Для ковров и мебели,Бытовая химия
1011142,Чистящие средства с дозатором,Бытовая химия
1011149,Универсальные чистящие средства,Бытовая химия
1011150,Чистящие средства с дозатором,Бытовая химия
1011153,Чистящие средства с дозатором,Бытовая химия
1011155,Гели для стирки,Бытовая химия
1011159,Сыры,Молочная продукция
1011182,Елочные украшения,Для праздника
1011184,Украшения для интерьера,Для дома и сада
1011203,"Колбасы, ветчина","Мясо, птица, рыба"
1011204,"Йогурты, творожки, десерты",Молочная продукция
1011206,"Йогурты, творожки, десерты",Молочная продукция
1011215,Пастила,Сладости
1011216,"Йогурты, творожки, десерты",Молочная продукция
1011217,Кисломолочные продукты и закваски,Молочная продукция
1011218,"Йогурты, творожки, десерты",Молочная продукция
1011219,"Йогурты, творожки, десерты",Молочная продукция
1011222,Пастила,Сладости
1011236,Овощные консервы,Овощи и фрукты
1011244,Полуфабрикаты,Бакалея
1011245,Полуфабрикаты,Бакалея
1011249,Свинина,"Мясо, птица, рыба"
1011470,Лакомства для животных,Зоотовары
1011524,Готовые блюда замороженные,Бакалея
1011540,Сыры,Молочная продукция
1011600,Мороженое,Молочная продукция
1011602,Мороженое,Молочная продукция
1011722,Фрукты,Овощи и фрукты
1011723,Фрукты,Овощи и фрукты
1011725,Фрукты,Овощи и фрукты
1011752,Сыры,Молочная продукция
1011763,"Творог, сырки",Молочная продукция
1011764,"Творог, сырки",Молочная продукция
1011791,Готовые блюда охлажденные,Бакалея
1011798,Каши,Бакалея
1011799,Каши,Бакалея
1011800,Каши,Бакалея
1011801,Каши,Бакалея
1011802,Каши,Бакалея
1011882,Салфетки,Для дома и сада
1011894,Мясо птицы,"Мясо, птица, рыба"
1011907,"Томатные пасты, кетчуп",Бакалея
1011914,"Томатные пасты, кетчуп",Бакалея
1011916,Овощные смеси,Овощи и фрукты
1011937,Помадка и птичье молоко,Сладости
1011957,Фруктовые и ягодные консервы ,Овощи и фрукты
1011958,Безалкогольное пиво,Напитки
1011961,Средства для снятия макияжа,"Красота, гигиена, здоровье"
1011962,"Подушечки, мюсли, хлопья",Бакалея
1011965,Фруктовые и ягодные консервы ,Овощи и фрукты
1011973,Фруктовые и ягодные консервы ,Овощи и фрукты
1011974,Шампуни,"Красота, гигиена, здоровье"
1011976,Фруктовые и ягодные консервы ,Овощи и фрукты
1011977,Фруктовые и ягодные консервы ,Овощи и фрукты
1012107,"Колбасы, ветчина","Мясо, птица, рыба"
1012108,"Колбасы, ветчина","Мясо, птица, рыба"
1012109,"Творог, сырки",Молочная продукция
1012112,Кисломолочные продукты и закваски,Молочная продукция
1012188,"Масло, маргарин, спред",Бакалея
1012227,"Сокосодержащие напитки, смузи",Напитки
1012232,Ягоды,Овощи и фрукты
1012235,Ягоды,Овощи и фрукты
1012236,Ягоды,Овощи и фрукты
1012253,Мёд,Сладости
1012257,Полуфабрикаты,Бакалея
1012259,Деликатесы и колбасные изделия,"Мясо, птица, рыба"
1012262,Полуфабрикаты,Бакалея
1012265,Газированные напитки,Напитки
1012268,Полуфабрикаты,Бакалея
1012273,Полуфабрикаты,Бакалея
1012275,Лимонады,Напитки
1012281,Полуфабрикаты,Бакалея
1012282,Полуфабрикаты,Бакалея
1012283,Полуфабрикаты,Бакалея
1012286,Полуфабрикаты,Бакалея
1012290,Полуфабрикаты,Бакалея
1012291,Мясо птицы,"Мясо, птица, рыба"
1012292,Готовые блюда замороженные,Бакалея
1012293,Полуфабрикаты,Бакалея
1012296,Полуфабрикаты,Бакалея
1012297,Готовые блюда замороженные,Бакалея
1012298,Мясо птицы,"Мясо, птица, рыба"
1012301,Готовые блюда замороженные,Бакалея
1012302,Полуфабрикаты,Бакалея
1012304,Готовые блюда замороженные,Бакалея
1012305,Сыры,Молочная продукция
1012306,Готовые блюда замороженные,Бакалея
1012307,Готовые блюда замороженные,Бакалея
1012310,Сыры,Молочная продукция
1012311,Готовые блюда замороженные,Бакалея
1012314,Сыры,Молочная продукция
1012319,"Блинчики, сырники",Бакалея
1012320,Готовые блюда замороженные,Бакалея
1012321,Сыры,Молочная продукция
1012324,Готовые блюда замороженные,Бакалея
1012326,"Блинчики, сырники",Бакалея
1012328,Сыры,Молочная продукция
1012330,Соль и пена для ванны,"Красота, гигиена, здоровье"
1012331,Сыры,Молочная продукция
1012360,Мыло,"Красота, гигиена, здоровье"
1012366,Средства до и после бритья,"Красота, гигиена, здоровье"
1012371,Соль и пена для ванны,"Красота, гигиена, здоровье"
1012380,Мыло,"Красота, гигиена, здоровье"
1012382,Дезодоранты,"Красота, гигиена, здоровье"
1012383,Соль и пена для ванны,"Красота, гигиена, здоровье"
1012385,Мыло,"Красота, гигиена, здоровье"
1012386,Мыло,"Красота, гигиена, здоровье"
1012389,Соль и пена для ванны,"Красота, гигиена, здоровье"
1012391,Мыло,"Красота, гигиена, здоровье"
1012404,Зубные пасты,"Красота, гигиена, здоровье"
1012410,Зубные пасты,"Красота, гигиена, здоровье"
1012411,Зубные пасты,"Красота, гигиена, здоровье"
1012414,Зубные пасты,"Красота, гигиена, здоровье"
1012419,Питание и увлажнение кожи,"Красота, гигиена, здоровье"
1012445,Шампуни,"Красота, гигиена, здоровье"
1012475,Шампуни,"Красота, гигиена, здоровье"
1012483,Шампуни,"Красота, гигиена, здоровье"
1012488,Антисептические средства,"Красота, гигиена, здоровье"
1012489,Шампуни,"Красота, гигиена, здоровье"
1012509,Антисептические средства,"Красота, гигиена, здоровье"
1012535,Пеленки,Для детей
1012539,"Прокладки, тампоны","Красота, гигиена, здоровье"
1012543,Кремы для тела,"Красота, гигиена, здоровье"
1012544,Чистящие средства с дозатором,Бытовая химия
1012549,Мыло,"Красота, гигиена, здоровье"
1012556,Чистящие средства с дозатором,Бытовая химия
1012563,Для стекол и зеркал,Бытовая химия
1012564,Салфетки и носовые платки,"Красота, гигиена, здоровье"
1012565,Чистящие средства с дозатором,Бытовая химия
1012569,Универсальные чистящие средства,Бытовая химия
1012570,Универсальные чистящие средства,Бытовая химия
1012572,Пятновыводители,Бытовая химия
1012573,Салфетки и носовые платки,"Красота, гигиена, здоровье"
1012575,Салфетки,Для дома и сада
1012576,Для ванны и туалета,Бытовая химия
1012578,Туалетная бумага,"Красота, гигиена, здоровье"
1012581,Мыло,"Красота, гигиена, здоровье"
1012582,Соусы,Бакалея
1012584,Чай,Напитки
1012585,Бумажные салфетки и скатерти,Для праздника
1012588,Хозяйственное мыло,Бытовая химия
1012589,Кофе,Напитки
1012590,Универсальные чистящие средства,Бытовая химия
1012591,Универсальные чистящие средства,Бытовая химия
1012592,"Прокладки, тампоны","Красота, гигиена, здоровье"
1012593,Чай,Напитки
1012594,Таблетки для посудомоечных машин,Бытовая химия
1012599,"Зефир, мармелад, пастила",Сладости
1012600,Салфетки,Для дома и сада
1012601,Отбеливатели,Бытовая химия
1012602,Чай,Напитки
1012603,Чай,Напитки
1012604,"Восточные сладости, халва",Сладости
1012609,"Восточные сладости, халва",Сладости
1012613,Чай,Напитки
1012617,Универсальные чистящие средства,Бытовая химия
1012619,Спортивное питание,"Красота, гигиена, здоровье"
1012620,Детское печенье,Для детей
1012621,Чай,Напитки
1012625,Чай,Напитки
1012626,"Зефир, мармелад, пастила",Сладости
1012627,Соусы,Бакалея
1012628,Чай,Напитки
1012633,Чай,Напитки
1012634,Специи и приправы,Бакалея
1012635,Специи и приправы,Бакалея
1012637,Чай,Напитки
1012638,"Восточные сладости, халва",Сладости
1012640,Растительное масло,Бакалея
1012642,Спортивное питание,"Красота, гигиена, здоровье"
1012643,Растительное масло,Бакалея
1012649,Конфеты,Сладости
1012653,Вода,Напитки
1012654,"Зефир, мармелад, пастила",Сладости
1012655,Спортивное питание,"Красота, гигиена, здоровье"
1012656,Печенье,Мучные изделия
1012658,Специи и приправы,Бакалея
1012660,"Восточные сладости, халва",Сладости
1012661,Конфеты,Сладости
1012662,Подушки,Для дома и сада
1012663,Специи и приправы,Бакалея
1012665,Чипсы,Бакалея
1012666,Растительное масло,Бакалея
1012667,Специи и приправы,Бакалея
1012668,Одеяла и пледы,Для дома и сада
1012669,Растительное масло,Бакалея
1012671,Одеяла и пледы,Для дома и сада
1012672,Специи и приправы,Бакалея
1012675,Постельное белье,Текстиль
1012676,Вода,Напитки
1012677,Конфеты,Сладости
1012683,Конфеты,Сладости
1012688,Растительное масло,Бакалея
1012690,Подушки,Для дома и сада
1012693,Растительное масло,Бакалея
1012696,"Носки, гольфы",Текстиль
1012698,Соль,Бакалея
1012703,Одеяла и пледы,Для дома и сада
1012821,Наполнители для туалета,Зоотовары
1012829,Наполнители для туалета,Зоотовары
1012833,Наполнители для туалета,Зоотовары
1012839,Наполнители для туалета,Зоотовары
1012841,Наполнители для туалета,Зоотовары
1012845,Лакомства для животных,Зоотовары
1012849,Лакомства для животных,Зоотовары
1012850,Лакомства для животных,Зоотовары
1012852,Влажные корма,Зоотовары
1012855,Лакомства для животных,Зоотовары
1012857,Влажные корма,Зоотовары
1012858,Лакомства для животных,Зоотовары
1012859,Наполнители для туалета,Зоотовары
1012860,Наполнители для туалета,Зоотовары
1012862,Влажные корма,Зоотовары
1012863,Лакомства для животных,Зоотовары
1012864,Влажные корма,Зоотовары
1012865,Влажные корма,Зоотовары
1012867,Лакомства для животных,Зоотовары
1012868,Лакомства для животных,Зоотовары
1012869,Влажные корма,Зоотовары
1012871,Влажные корма,Зоотовары
1012872,Влажные корма,Зоотовары
1012873,Влажные корма,Зоотовары
1012874,Сухие корма,Зоотовары
1012876,Влажные корма,Зоотовары
1012880,Влажные корма,Зоотовары
1012882,Влажные корма,Зоотовары
1012883,Сухие корма,Зоотовары
1012884,Влажные корма,Зоотовары
1012886,Сухие корма,Зоотовары
1012887,Сухие корма,Зоотовары
1012888,Влажные корма,Зоотовары
1012890,Сухие корма,Зоотовары
1012893,Влажные корма,Зоотовары
1012894,Влажные корма,Зоотовары
1012895,Сухие корма,Зоотовары
1012896,Влажные корма,Зоотовары
1012897,Влажные корма,Зоотовары
1012899,Влажные корма,Зоотовары
1012901,Влажные корма,Зоотовары
1012902,Сухие корма,Зоотовары
1012903,Влажные корма,Зоотовары
1012904,Сухие корма,Зоотовары
1012906,Влажные корма,Зоотовары
1012907,Влажные корма,Зоотовары
1012911,Сухие корма,Зоотовары
1012912,Сухие корма,Зоотовары
1012916,Сухие корма,Зоотовары
1012917,Влажные корма,Зоотовары
1012921,Сухие корма,Зоотовары
1012923,Влажные корма,Зоотовары
1012926,Влажные корма,Зоотовары
1012927,Сухие корма,Зоотовары
1012931,Влажные корма,Зоотовары
1012933,Наполнители для туалета,Зоотовары
1012935,Наполнители для туалета,Зоотовары
1012936,Сухие корма,Зоотовары
1012937,Наполнители для туалета,Зоотовары
1012939,Наполнители для туалета,Зоотовары
1012942,Сухие корма,Зоотовары
1012953,Сухие корма,Зоотовары
1012956,Влажные корма,Зоотовары
1012957,Влажные корма,Зоотовары
1012958,Влажные корма,Зоотовары
1012963,Наполнители для туалета,Зоотовары
1012965,Наполнители для туалета,Зоотовары
1012967,Наполнители для туалета,Зоотовары
1012968,Наполнители для туалета,Зоотовары
1012969,Наполнители для туалета,Зоотовары
1012971,Наполнители для туалета,Зоотовары
1012975,Наполнители для туалета,Зоотовары
1012976,Наполнители для туалета,Зоотовары
1012978,Наполнители для туалета,Зоотовары
1012979,Наполнители для туалета,Зоотовары
1012981,Наполнители для туалета,Зоотовары
1012984,Наполнители для туалета,Зоотовары
1012986,Наполнители для туалета,Зоотовары
1012988,Наполнители для туалета,Зоотовары
1012989,Наполнители для туалета,Зоотовары
1012991,Наполнители для туалета,Зоотовары
1012992,Наполнители для туалета,Зоотовары
1012996,Наполнители для туалета,Зоотовары
1012997,Наполнители для туалета,Зоотовары
1012998,Наполнители для туалета,Зоотовары
1012999,Наполнители для туалета,Зоотовары
1013000,Наполнители для туалета,Зоотовары
1013001,Наполнители для туалета,Зоотовары
1013002,Наполнители для туалета,Зоотовары
1013111,Сыры,Молочная продукция
1013130,Вино,Напитки
1013135,Овощные смеси,Овощи и фрукты
1013156,Мыло,"Красота, гигиена, здоровье"
1013157,Салфетки,Для дома и сада
1013165,Салфетки,Для дома и сада
1013167,"Чипсы, снеки, попкорн",Бакалея
1013180,Печенье,Мучные изделия
1013188,Ягоды,Овощи и фрукты
1013192,Печенье,Мучные изделия
1013202,Печенье,Мучные изделия
1013223,Сыры,Молочная продукция
1013224,Сыры,Молочная продукция
1013225,Сыры,Молочная продукция
1013226,Деликатесы и колбасные изделия,"Мясо, птица, рыба"
1013228,Сыры,Молочная продукция
1013232,Кексы,Мучные изделия
1013233,Кексы,Мучные изделия
1013234,Умывание и очищение,"Красота, гигиена, здоровье"
1013235,Умывание и очищение,"Красота, гигиена, здоровье"
1013236,Кексы,Мучные изделия
1013242,"Помады, бальзамы для губ","Красота, гигиена, здоровье"
1013243,Кремы для рук,"Красота, гигиена, здоровье"
1013244,Кремы для рук,"Красота, гигиена, здоровье"
1013246,Пельмени,Бакалея
1013248,Кремы для лица,"Красота, гигиена, здоровье"
1013249,Сыры,Молочная продукция
1013252,Кексы,Мучные изделия
1013255,Пельмени,Бакалея
1013259,Кексы,Мучные изделия
1013260,Средства для снятия макияжа,"Красота, гигиена, здоровье"
1013261,Кремы для лица,"Красота, гигиена, здоровье"
1013263,Антисептические средства,"Красота, гигиена, здоровье"
1013265,Подарочные наборы,Для праздника
1013270,Подарочные наборы,Для праздника
1013272,Подарочные наборы,Для праздника
1013273,Подарочные наборы,Для праздника
1013274,Подарочные наборы,Для праздника
1013275,Подарочные наборы,Для праздника
1013278,Подарочные наборы,Для праздника
1013285,Подарочные наборы,Для праздника
1013288,Подарочные наборы,Для праздника
1013290,Средства для снятия макияжа,"Красота, гигиена, здоровье"
1013293,Подарочные наборы,Для праздника
1013294,Подарочные наборы,Для праздника
1013296,Подарочные наборы,Для праздника
1013302,Подарочные наборы,Для праздника
1013309,Шампуни,"Красота, гигиена, здоровье"
1013312,Подарочные наборы,Для праздника
1013315,Зубные пасты,"Красота, гигиена, здоровье"
1013321,Косметические средства для детей,Для детей
1013322,Краски для волос,"Красота, гигиена, здоровье"
1013324,Косметические средства для детей,Для детей
1013350,Зубные пасты,"Красота, гигиена, здоровье"
1013358,Салфетки и носовые платки,"Красота, гигиена, здоровье"
1013361,Салфетки и носовые платки,"Красота, гигиена, здоровье"
1013367,Уход за обувью,Бытовая химия
1013370,Уход за обувью,Бытовая химия
1013372,Шоколадные яйца,Сладости
1013374,Туалетная бумага,"Красота, гигиена, здоровье"
1013376,Шоколадные яйца,Сладости
1013379,Шоколадные яйца,Сладости
1013388,Шампуни,"Красота, гигиена, здоровье"
1013392,Салфетки и носовые платки,"Красота, гигиена, здоровье"
1013396,Хлебцы,Мучные изделия
1013398,Хлебцы,Мучные изделия
1013400,Хлебцы,Мучные изделия
1013401,Хлебцы,Мучные изделия
1013402,Каши,Бакалея
1013405,Хлебцы,Мучные изделия
1013408,Шоколадные яйца,Сладости
1013409,Хлебцы,Мучные изделия
1013414,Хлебцы,Мучные изделия
1013416,Овощные консервы,Овощи и фрукты
1013422,Овощные консервы,Овощи и фрукты
1013424,Овощные консервы,Овощи и фрукты
1013425,"Варенье, джемы, сиропы",Бакалея
1013426,Хлебцы,Мучные изделия
1013428,Шоколадные и арахисовые пасты,Сладости
1013429,Соленья,Овощи и фрукты
1013431,Овощные консервы,Овощи и фрукты
1013432,Шоколадные и арахисовые пасты,Сладости
1013433,Овощные консервы,Овощи и фрукты
1013434,Мёд,Сладости
1013435,Соусы,Бакалея
1013436,Мёд,Сладости
1013437,Шоколадные и арахисовые пасты,Сладости
1013441,Мёд,Сладости
1013443,Соусы,Бакалея
1013444,Шоколадные и арахисовые пасты,Сладости
1013447,Мёд,Сладости
1013448,Мёд,Сладости
1013450,"Варенье, джемы, сиропы",Бакалея
1013451,Сухие смеси и заменители молока,Для детей
1013452,Мёд,Сладости
1013455,"Варенье, джемы, сиропы",Бакалея
1013456,Шоколадные и арахисовые пасты,Сладости
1013460,Диабетическая продукция,"Красота, гигиена, здоровье"
1013462,Диабетическая продукция,"Красота, гигиена, здоровье"
1013464,"Варенье, джемы, сиропы",Бакалея
1013465,Диабетическая продукция,"Красота, гигиена, здоровье"
1013466,"Варенье, джемы, сиропы",Бакалея
1013470,Овощные консервы,Овощи и фрукты
1013472,Диабетическая продукция,"Красота, гигиена, здоровье"
1013481,Продукты быстрого приготовления,Бакалея
1013482,Диабетическая продукция,"Красота, гигиена, здоровье"
1013483,Продукты быстрого приготовления,Бакалея
1013486,Растительное масло,Бакалея
1013488,Мёд,Сладости
1013491,Продукты быстрого приготовления,Бакалея
1013495,Чай,Напитки
1013496,Продукты быстрого приготовления,Бакалея
1013503,Диабетическая продукция,"Красота, гигиена, здоровье"
1013518,Продукты быстрого приготовления,Бакалея
1013524,Продукты быстрого приготовления,Бакалея
1013526,Копченая и соленая рыба,"Мясо, птица, рыба"
1013527,Белый хлеб,Мучные изделия
1013530,Белый хлеб,Мучные изделия
1013534,Кексы,Мучные изделия
1013535,Чай,Напитки
1013539,Чай,Напитки
1013541,Чай,Напитки
1013701,Мороженое,Молочная продукция
1013702,Молочные коктейли и лакомства,Молочная продукция
1013704,Пельмени,Бакалея
1013764,"Йогурты, творожки, десерты",Молочная продукция
1013765,"Йогурты, творожки, десерты",Молочная продукция
1013780,"Творог, сырки",Молочная продукция
1013798,Черный и серый хлеб,Мучные изделия
1013802,Черный и серый хлеб,Мучные изделия
1013803,Черный и серый хлеб,Мучные изделия
1013805,Черный и серый хлеб,Мучные изделия
1013806,Черный и серый хлеб,Мучные изделия
1013807,Черный и серый хлеб,Мучные изделия
1013824,Вода,Напитки
1013837,Устройства IQOS,Системы нагревания
1013843,Сыры,Молочная продукция
1013845,Сыры,Молочная продукция
1013846,"Творог, сырки",Молочная продукция
1013848,"Творог, сырки",Молочная продукция
1013849,Чизкейки,Мучные изделия
1013853,"Паштеты, зельцы","Мясо, птица, рыба"
1013860,"Творог, сырки",Молочная продукция
1013866,Сухие корма,Зоотовары
1013868,Сухие корма,Зоотовары
1013871,Сухие корма,Зоотовары
1013927,Чистящие средства с дозатором,Бытовая химия
1013928,Чистящие средства с дозатором,Бытовая химия
1013929,Для плит и духовок,Бытовая химия
1013945,Компоненты для выпечки,Мучные изделия
1013955,Мороженое,Молочная продукция
1013975,Овощи,Овощи и фрукты
1013986,"Морсы, узвары, кисели, компоты",Напитки
1013988,"Сокосодержащие напитки, смузи",Напитки
1013990,Лимонады,Напитки
1014011,Сыры,Молочная продукция
1014027,Мыло,"Красота, гигиена, здоровье"
1014052,Мыло,"Красота, гигиена, здоровье"
1014053,Замороженные ягоды и фрукты,Овощи и фрукты
1014055,Замороженные ягоды и фрукты,Овощи и фрукты
1014065,Кондиционеры для белья,Бытовая химия
1014066,Сметана,Молочная продукция
1014069,Кондиционеры для белья,Бытовая химия
1014073,Сметана,Молочная продукция
1014086,"Бальзамы, кондиционеры","Красота, гигиена, здоровье"
1014092,"Колбасы, ветчина","Мясо, птица, рыба"
1014096,"Колбасы, ветчина","Мясо, птица, рыба"
1014100,Салфетки,Для дома и сада
1014101,Гели для душа,"Красота, гигиена, здоровье"
1014102,Продукты быстрого приготовления,Бакалея
1014115,Шампуни,"Красота, гигиена, здоровье"
1014123,Вода,Напитки
1014143,Лакомства для животных,Зоотовары
1014144,Лакомства для животных,Зоотовары
1014145,Лакомства для животных,Зоотовары
1014147,Лакомства для животных,Зоотовары
1014148,Лакомства для животных,Зоотовары
1014150,Лакомства для животных,Зоотовары
1014153,Лакомства для животных,Зоотовары
1014157,Лакомства для животных,Зоотовары
1014161,Лакомства для животных,Зоотовары
1014165,Лакомства для животных,Зоотовары
1014167,Лакомства для животных,Зоотовары
1014169,Лакомства для животных,Зоотовары
1014171,Лакомства для животных,Зоотовары
1014172,Лакомства для животных,Зоотовары
1014173,Лакомства для животных,Зоотовары
1014174,Лакомства для животных,Зоотовары
1014175,Лакомства для животных,Зоотовары
1014176,Лакомства для животных,Зоотовары
1014178,Лакомства для животных,Зоотовары
1014180,Лакомства для животных,Зоотовары
1014181,Лакомства для животных,Зоотовары
1014182,Наполнители для туалета,Зоотовары
1014183,Лакомства для животных,Зоотовары
1014184,Лакомства для животных,Зоотовары
1014186,Лакомства для животных,Зоотовары
1014189,Лакомства для животных,Зоотовары
1014190,Наполнители для туалета,Зоотовары
1014201,Лакомства для животных,Зоотовары
1014204,Лакомства для животных,Зоотовары
1014207,Лакомства для животных,Зоотовары
1014209,Лакомства для животных,Зоотовары
1014212,Лакомства для животных,Зоотовары
1014214,Лакомства для животных,Зоотовары
1014215,Лакомства для животных,Зоотовары
1014218,Лакомства для животных,Зоотовары
1014219,Лакомства для животных,Зоотовары
1014221,Наполнители для туалета,Зоотовары
1014224,Лакомства для животных,Зоотовары
1014225,Наполнители для туалета,Зоотовары
1014239,Лакомства для животных,Зоотовары
1014247,Лакомства для животных,Зоотовары
1014249,Лакомства для животных,Зоотовары
1014251,Лакомства для животных,Зоотовары
1014252,Лакомства для животных,Зоотовары
1014253,Лакомства для животных,Зоотовары
1014254,Лакомства для животных,Зоотовары
1014255,Наполнители для туалета,Зоотовары
1014256,Наполнители для туалета,Зоотовары
1014257,Наполнители для туалета,Зоотовары
1014262,Лакомства для животных,Зоотовары
1014264,Лакомства для животных,Зоотовары
1014400,Фрукты,Овощи и фрукты
1014401,Фрукты,Овощи и фрукты
1014405,"Йогурты, творожки, десерты",Молочная продукция
1014421,Торты,Мучные изделия
1014422,Пельмени,Бакалея
1014432,Сыры,Молочная продукция
1014494,Конфеты шоколадные,Сладости
1014549,Овощные консервы,Овощи и фрукты
1014555,Холодный чай и кофе,Напитки
1014557,Холодный чай и кофе,Напитки
1014604,Конфеты,Сладости
1014685,Сухие смеси,Зоотовары
1014727,Конфеты,Сладости
1014729,Карамель и леденцы,Сладости
1014731,Белый хлеб,Мучные изделия
1014737,Курица,"Мясо, птица, рыба"
1014739,Курица,"Мясо, птица, рыба"
1014741,Курица,"Мясо, птица, рыба"
1014747,Курица,"Мясо, птица, рыба"
1014748,Курица,"Мясо, птица, рыба"
1014786,Овощи,Овощи и фрукты
1014796,Пресервы и рыбные закуски,"Мясо, птица, рыба"
1014798,"Йогурты, творожки, десерты",Молочная продукция
1014800,"Йогурты, творожки, десерты",Молочная продукция
1014803,"Творог, сырки",Молочная продукция
1014804,"Йогурты, творожки, десерты",Молочная продукция
1014805,Кисломолочные продукты и закваски,Молочная продукция
1014807,Пресервы и рыбные закуски,"Мясо, птица, рыба"
1014808,Кисломолочные продукты и закваски,Молочная продукция
1014811,Пресервы и рыбные закуски,"Мясо, птица, рыба"
1014816,Пресервы и рыбные закуски,"Мясо, птица, рыба"
1014821,Подарочные наборы,Для праздника
1014823,Умывание и очищение,"Красота, гигиена, здоровье"
1014827,Подарочные наборы,Для праздника
1014834,Соль и пена для ванны,"Красота, гигиена, здоровье"
1014839,Гель для рук детский,Для детей
1014847,Маски для лица,"Красота, гигиена, здоровье"
1014854,Кексы,Мучные изделия
1014879,"Йогурты, творожки, десерты",Молочная продукция
1014883,"Творог, сырки",Молочная продукция
1014888,Рыбные консервы и кулинария,"Мясо, птица, рыба"
1014907,Дезодоранты,"Красота, гигиена, здоровье"
1014909,Краски для волос,"Красота, гигиена, здоровье"
1014919,Дезодоранты,"Красота, гигиена, здоровье"
1014922,Краски для волос,"Красота, гигиена, здоровье"
1014926,Соль и пена для ванны,"Красота, гигиена, здоровье"
1014933,"Маски, масла, сыворотки","Красота, гигиена, здоровье"
1014934,Дезодоранты,"Красота, гигиена, здоровье"
1014935,Подарочные наборы,Для праздника
1014937,Дезодоранты,"Красота, гигиена, здоровье"
1014941,Мыло,"Красота, гигиена, здоровье"
1014945,"Восточные сладости, халва",Сладости
1014946,"Восточные сладости, халва",Сладости
1014949,Мыло,"Красота, гигиена, здоровье"
1014951,"Восточные сладости, халва",Сладости
1014952,Дезодоранты,"Красота, гигиена, здоровье"
1014958,"Восточные сладости, халва",Сладости
1014959,Овощные консервы,Овощи и фрукты
1014965,Сладости,Сладости
1014966,Средства для снятия макияжа,"Красота, гигиена, здоровье"
1014967,Вода,Напитки
1014969,БАДы,"Красота, гигиена, здоровье"
1014972,Каши,Бакалея
1014973,Лимонады,Напитки
1014974,Овощные консервы,Овощи и фрукты
1014976,"Подушечки, мюсли, хлопья",Бакалея
1014979,Специи и приправы,Бакалея
1014980,Пюре,Для детей
1014981,"Какао, шоколад",Напитки
1014982,Крупы и бобовые,Бакалея
1014984,Специи и приправы,Бакалея
1014985,"Подушечки, мюсли, хлопья",Бакалея
1014987,Газированные напитки,Напитки
1014989,"Подушечки, мюсли, хлопья",Бакалея
1014990,"Макароны, паста",Бакалея
1014991,Специи и приправы,Бакалея
1014994,Специи и приправы,Бакалея
1014999,Диабетическая бакалея,Бакалея
1015004,"Макароны, паста",Бакалея
1015009,"Макароны, паста",Бакалея
1015013,"Подушечки, мюсли, хлопья",Бакалея
1015014,Специи и приправы,Бакалея
1015015,Крупы и бобовые,Бакалея
1015019,Диабетическая бакалея,Бакалея
1015021,Крупы и бобовые,Бакалея
1015023,Пюре,Для детей
1015025,Увлажнение и питание,"Красота, гигиена, здоровье"
1015031,Сахар,Бакалея
1015033,"Варенье, джемы, сиропы",Бакалея
1015038,Салфетки,Для дома и сада
1015042,"Семечки, сухофрукты",Бакалея
1015045,Соленья,Овощи и фрукты
1015049,Пастила,Сладости
